time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure
7/28/2023 19:00,12.9,18.5,311,8.9,2.6,70,22.1,96,1.5,225,866.2
7/28/2023 20:00,12,17.2,350,11.1,3,63,22,94,4.6,219,866.9
7/28/2023 21:00,12,17.1,358,11.7,3.3,61,21.9,96,2.6,164,867.2
7/28/2023 22:00,11.6,16.6,348,11.4,3.6,61,20.9,98,1.3,236,867.3
7/28/2023 23:00,10.6,15.1,333,10.9,3.7,62,21.3,97,2.9,97,867
7/29/2023 0:00,9.7,13.9,313,10.1,3.7,62,21.1,98,2.2,81,866.5
7/29/2023 1:00,8.9,12.7,288,8.9,3.5,63,20.7,98,3.4,72,865.6
7/29/2023 2:00,8.6,12.4,268,8,3.4,63,20.6,98,2.7,113,865.1
7/29/2023 3:00,9,13,260,7.7,3.3,61,20.4,98,3.4,148,864.3
7/29/2023 4:00,9.8,14.1,257,7.7,3.2,60,20.3,98,4.8,153,864.5
7/29/2023 5:00,7.6,10.9,236,6.7,2.4,60,21,98,2.2,171,865.5
7/29/2023 6:00,7.1,10.4,230,5.9,2.5,67,21.9,96,1.8,127,866.4
7/29/2023 7:00,7.8,11.3,222,4.7,2.7,77,22.9,90,5.6,117,866.4
7/29/2023 8:00,8.7,12.7,212,3.7,2.7,85,24.8,80,3.2,180,867.6
7/29/2023 9:00,9.1,13.3,197,2.8,2.3,89,26,76,2.6,326,868.1
7/29/2023 10:00,8.9,13.1,180,2,1.7,91,25.4,76,9.1,261,868.4
7/29/2023 11:00,8.6,12.6,170,1.6,1.3,92,23.9,84,3.8,287,868.1
7/29/2023 12:00,8.5,12.3,172,1.7,1.3,92,23.5,86,2.5,270,867.2
7/29/2023 13:00,7.8,11.4,180,2.2,1.5,90,24,86,3.7,349,866.2
7/29/2023 14:00,8.3,12,191,2.7,1.8,89,24.2,85,5.4,274,865.1
7/29/2023 15:00,8.5,12.2,193,2.8,2,91,24.9,81,5.2,286,865
7/29/2023 16:00,8.8,12.7,196,2.9,2.2,93,24.9,79,3.8,287,864.8
7/29/2023 17:00,9.9,14.3,239,6,1.9,81,23,92,5.6,285,865.1
7/29/2023 18:00,11.2,16.2,350,12.2,2.7,73,22.5,95,3.8,287,865.5
7/29/2023 19:00,15.9,22.9,503,20.6,3.8,61,22.2,96,0.4,270,866.3
7/29/2023 20:00,19.7,28.2,608,26.1,4.6,52,21.5,98,2.6,106,866.8
7/29/2023 21:00,22.2,31.8,630,26.1,4.9,48,21.9,97,3.6,143,867.1
7/29/2023 22:00,19,27.1,604,23.1,5,46,21.3,98,3.2,153,867.1
7/29/2023 23:00,15.3,21.8,554,19.5,4.8,46,20.8,99,2.5,172,866.5
7/30/2023 0:00,12.5,17.9,467,15.5,4.2,50,20.6,100,3.9,146,865.9
7/30/2023 1:00,10,14.4,355,10.9,3.4,56,20.5,99,3.6,180,864.6
7/30/2023 2:00,8.2,11.8,274,7.7,2.9,60,20.2,100,4.7,148,864.4
7/30/2023 3:00,7.9,11.3,254,7.3,2.9,60,20.2,100,4.9,144,864.7
7/30/2023 4:00,7.3,10.4,265,8.2,3.2,59,20.1,100,3.7,151,864.7
7/30/2023 5:00,7.2,10.3,284,9.5,3.4,55,20.7,97,3.2,153,864.9
7/30/2023 6:00,6.6,9.4,267,7.7,3.1,65,21.4,97,3.5,156,865.7
7/30/2023 7:00,6.5,9.3,242,5.1,2.7,79,23,90,0.4,360,866.5
7/30/2023 8:00,5.4,7.8,221,3.1,2.2,89,24.2,87,0,270,867.4
7/30/2023 9:00,6.3,9.1,205,2.2,1.7,91,25.9,78,1.8,11,867.6
7/30/2023 10:00,6.5,9.4,193,1.9,1.2,89,26.9,70,2.1,239,867.3
7/30/2023 11:00,6.6,9.5,185,1.8,0.8,88,24.3,80,4.7,212,866.9
7/30/2023 12:00,6.9,10,183,1.6,0.7,90,24.3,81,4.6,252,866
7/30/2023 13:00,6.6,9.5,186,1.6,0.8,92,26,75,6.3,283,865.6
7/30/2023 14:00,7.1,10.2,196,1.9,1,93,26.2,70,2.1,301,864.7
7/30/2023 15:00,8,11.5,210,2.5,1.3,93,25.1,77,3.3,319,863.6
7/30/2023 16:00,9,12.9,231,3.5,1.6,92,25.2,78,4.7,293,863.3
7/30/2023 17:00,11.8,17,235,4.7,1.6,85,23.7,86,5.5,281,864.1
7/30/2023 18:00,13,18.6,341,10.4,2.3,76,22.9,91,2.2,270,864.3
7/30/2023 19:00,16.9,24.1,485,18.2,3.3,63,21.7,97,1.5,194,864.2
7/30/2023 20:00,19.7,28.1,585,23.4,4.1,53,21.6,98,2.5,188,865.2
7/30/2023 21:00,19.4,27.6,601,23.5,4.5,50,21.5,98,3.3,174,866
7/30/2023 22:00,18.7,26.6,572,21.1,4.6,50,21.5,98,3.6,143,866.6
7/30/2023 23:00,16.8,23.9,536,18.6,4.7,51,21.2,99,2.6,164,866.1
7/31/2023 0:00,15.3,21.8,498,16.7,4.8,52,21,98,1.6,243,865.6
7/31/2023 1:00,14.5,20.7,453,14.8,4.8,54,20.3,100,1.1,198,864.8
7/31/2023 2:00,14.6,20.9,422,13.7,4.9,55,20.2,100,1.8,169,864
7/31/2023 3:00,14.5,20.7,425,14.3,5.3,52,20.1,100,3.4,162,863.6
7/31/2023 4:00,14.1,20.1,443,15.6,5.7,47,20,100,4.7,157,863.8
7/31/2023 5:00,14.6,20.8,503,18.2,6.1,45,20,99,4.5,166,864
7/31/2023 6:00,17.3,24.7,434,14.1,5.4,59,21.5,99,4.6,141,865.1
7/31/2023 7:00,16.5,23.6,338,8.4,4.5,79,23.7,90,3.1,144,865.9
7/31/2023 8:00,14.3,20.4,262,4,3.5,93,25.4,78,2,135,866.4
7/31/2023 9:00,11.8,17.1,223,2.3,2.5,95,27.1,69,2.6,146,866.9
7/31/2023 10:00,10,14.3,203,1.8,1.5,90,27.6,67,2.2,189,866.6
7/31/2023 11:00,8.4,12,195,1.8,0.9,87,28.2,67,3.5,246,866.7
7/31/2023 12:00,9,12.9,200,1.9,0.9,88,28.3,66,6.5,236,865.6
7/31/2023 13:00,10.1,14.5,217,2.4,1.3,90,25.3,79,10.1,243,865
7/31/2023 14:00,10.7,15.4,233,3,1.7,92,24.7,83,2.6,344,864.6
7/31/2023 15:00,9.7,14,231,2.9,1.8,94,24.3,87,5,30,863.7
7/31/2023 16:00,9.3,13.3,229,3,1.8,95,24.5,86,3.3,354,863.7
7/31/2023 17:00,11.8,16.9,276,6.1,2.5,87,24.4,85,4.8,297,863.6
7/31/2023 18:00,13.4,19.3,399,12.7,3.3,77,23.6,92,1.5,284,863.7
7/31/2023 19:00,17.8,25.4,568,21.7,4.4,64,22.9,94,2.9,263,864.4
7/31/2023 20:00,21.7,31,694,28.1,5.3,53,22.3,97,2.4,153,865
7/31/2023 21:00,20.6,29.5,742,29.5,5.9,48,22.1,98,3.5,156,865.4
7/31/2023 22:00,19.7,28.1,745,28.3,6.2,46,21.8,98,3.7,151,865.2
7/31/2023 23:00,18.8,26.9,718,26,6.4,46,21.5,98,4.8,153,864.7
8/1/2023 0:00,17.2,24.5,646,22.6,6.3,50,21.1,99,4.5,166,863.8
8/1/2023 1:00,15.5,22.2,544,18.1,6.1,56,20.5,100,4.8,167,862.6
8/1/2023 2:00,14.4,20.5,463,14.6,5.9,59,20.3,100,5.4,172,862.5
8/1/2023 3:00,14.3,20.4,431,13.2,5.8,55,20.2,100,6,163,863.1
8/1/2023 4:00,13.1,18.7,421,12.6,5.7,49,20.3,100,5.1,129,863.4
8/1/2023 5:00,10.7,15.3,350,10,4.5,52,20.1,100,5.8,150,863.2
8/1/2023 6:00,12.5,17.9,346,8.8,4.7,66,21.7,97,5.6,140,864
8/1/2023 7:00,13.3,19,340,7,4.8,86,24,88,4.8,117,865.4
8/1/2023 8:00,11.9,17,325,5.3,4.7,102,25.6,81,4,117,865.7
8/1/2023 9:00,10.7,15.3,295,3.8,4,109,27.2,74,2.6,74,866.3
8/1/2023 10:00,11,15.8,256,2.4,2.9,112,28.9,67,4.8,153,866.1
8/1/2023 11:00,11,16,227,1.4,2.1,113,29.3,65,4.7,203,866
8/1/2023 12:00,11.1,16.1,214,1,1.8,113,28.6,65,6.6,248,865.2
8/1/2023 13:00,12.1,17.7,211,1.1,1.7,111,26.8,75,3.8,253,864.1
8/1/2023 14:00,12.8,18.7,214,1.5,1.7,109,27.2,74,2.3,321,864
8/1/2023 15:00,12.2,17.8,208,1.4,1.7,108,25.9,79,5.6,345,863.2
8/1/2023 16:00,13.2,19.2,209,1.7,1.8,106,25.4,79,3.6,323,863.1
8/1/2023 17:00,14.9,21.7,241,3.8,2.1,99,24.8,81,2.3,342,863.8
8/1/2023 18:00,17.1,24.6,368,10.7,2.9,89,23.8,91,2.4,63,864.2
8/1/2023 19:00,20.8,30,543,20.1,4,75,23,96,1.8,143,864.5
8/1/2023 20:00,23.3,33.5,673,26.9,5,63,22.8,96,4.3,185,864.6
8/1/2023 21:00,22,31.5,714,28.5,5.6,57,22.4,96,4.1,195,865
8/1/2023 22:00,20.8,29.9,710,27.4,6,53,21.9,98,2.1,149,864.7
8/1/2023 23:00,19.6,28.1,698,26.1,6.3,50,21.7,98,4,185,865.1
8/2/2023 0:00,17.5,25.1,691,25.3,6.4,46,21.6,98,3,166,864.7
8/2/2023 1:00,15.9,22.9,674,24.3,6.4,42,21.6,96,1.8,169,864.3
8/2/2023 2:00,15.4,22.2,646,22.7,6.5,40,21.3,97,2.1,149,863.1
8/2/2023 3:00,15,21.5,600,20.4,6.8,40,21.3,96,4.7,180,862.8
8/2/2023 4:00,15.3,22,542,17.5,7.3,42,20.8,97,1.8,191,862.7
8/2/2023 5:00,16.3,23.2,393,9.6,5.6,56,21.5,98,4.4,279,863.9
8/2/2023 6:00,16.3,23.3,380,8.6,5.3,66,22.3,95,4.2,211,864.2
8/2/2023 7:00,15.3,21.9,362,7.1,4.8,79,23.9,85,0.7,360,865.9
8/2/2023 8:00,14.1,20.1,337,5.7,4.2,90,24.8,79,3.6,315,866.8
8/2/2023 9:00,10.7,15.3,300,4.3,3.1,94,25.7,76,7.7,307,866.9
8/2/2023 10:00,9.4,13.5,257,2.8,1.9,96,26.3,74,9.2,301,867.1
8/2/2023 11:00,9.6,13.8,229,1.9,1.1,97,27.4,67,10.6,298,866.5
8/2/2023 12:00,9.4,13.5,226,1.7,1.2,101,27.6,65,10.8,307,865.6
8/2/2023 13:00,10.4,14.9,238,1.9,1.7,104,28,63,10.8,300,864.2
8/2/2023 14:00,10.9,15.7,251,2.4,2.1,106,28.3,62,10.7,303,863.5
8/2/2023 15:00,10.1,14.5,253,2.9,2,104,27.7,65,8.7,300,863.1
8/2/2023 16:00,9.5,13.6,256,3.7,1.8,101,27.4,67,7.9,286,863
8/2/2023 17:00,15,21.4,284,5,2.8,98,25.3,76,8.1,315,863.6
8/2/2023 18:00,16.8,24,404,11.4,3.5,87,24.2,86,3.8,311,864
8/2/2023 19:00,19.1,27.4,566,20,4.6,72,23.7,88,2.9,263,864.7
8/2/2023 20:00,21.5,30.7,674,25.5,5.3,60,23.4,87,4,190,865.1
8/2/2023 21:00,21.7,31,680,25.1,5.5,55,22.8,91,2.6,164,865.1
8/2/2023 22:00,21.3,30.4,631,21.6,5.5,54,22,96,2.2,180,865.1
8/2/2023 23:00,19.2,27.4,566,17.8,5.2,54,21.9,97,4.3,175,865.4
8/3/2023 0:00,16.1,23.1,484,14.2,4.7,55,21.7,97,3.8,163,864.7
8/3/2023 1:00,15,21.4,387,10.4,3.9,56,21.2,98,1.8,191,863.8
8/3/2023 2:00,14.4,20.5,321,7.9,3.4,56,20.8,98,1.4,180,863.8
8/3/2023 3:00,12.7,18.2,313,7.8,3.3,52,21,98,2.6,196,863.8
8/3/2023 4:00,10,14.3,335,9,3.3,46,20.7,98,2.6,196,863.5
8/3/2023 5:00,9,12.8,326,9,3.9,47,21.3,99,1.1,180,863.8
8/3/2023 6:00,10.3,14.6,312,7.8,4,59,22.6,96,3.4,198,864.8
8/3/2023 7:00,10.3,14.6,292,6.2,4.1,75,24.3,87,2.1,211,865.8
8/3/2023 8:00,10.2,14.6,271,4.7,3.9,88,25.2,81,2.9,270,866.6
8/3/2023 9:00,10.4,15,249,3.5,3.1,93,25.6,77,3.6,270,866.6
8/3/2023 10:00,8.7,12.5,227,2.5,2.1,95,25.8,78,5.4,318,866.2
8/3/2023 11:00,8,11.4,212,1.9,1.4,95,27.2,72,6.9,321,865.7
8/3/2023 12:00,7.7,11,208,1.9,1.3,95,28.3,61,5.6,297,865.4
8/3/2023 13:00,8,11.5,210,2.3,1.5,93,26.4,71,3.1,234,864.8
8/3/2023 14:00,8,11.4,215,2.8,1.7,91,25.6,78,3.4,302,864
8/3/2023 15:00,7.9,11.2,215,3.1,1.8,89,26.5,73,3.4,238,863.7
8/3/2023 16:00,7.6,10.9,218,3.6,1.8,87,24.7,82,2.9,353,863.9
8/3/2023 17:00,7.9,11.3,243,5.5,2.2,76,23.6,90,4.4,35,864.7
8/3/2023 18:00,8.6,12.2,272,7.2,2.4,70,23.2,93,1.3,34,865
8/3/2023 19:00,9.7,13.6,312,9.5,2.6,61,22.3,98,2.1,121,865.8
8/3/2023 20:00,9.1,12.7,334,11,2.8,55,22.2,97,3.6,180,866.4
8/3/2023 21:00,9.2,12.9,325,10.8,2.8,53,22,97,1.6,153,867
8/3/2023 22:00,8.7,12.2,298,9.7,2.8,54,21.7,96,3.1,144,867.2
8/3/2023 23:00,7.5,10.5,273,8.6,2.8,55,21.5,98,2.3,141,867.2
8/4/2023 0:00,6.5,9,253,7.7,2.8,55,21.3,99,2.9,150,866.8
8/4/2023 1:00,6.8,9.5,233,6.8,2.7,55,21,99,2.3,141,866.2
8/4/2023 2:00,7.4,10.2,219,6.2,2.7,55,21,99,3.1,135,865.6
8/4/2023 3:00,7.5,10.4,211,6,2.8,56,20.6,100,2.6,124,865.2
8/4/2023 4:00,7.4,10.2,209,6.1,3,57,20.8,100,3.8,139,865.5
8/4/2023 5:00,7.9,11,202,5.3,3.4,65,21.3,99,4.1,105,865.9
8/4/2023 6:00,8.8,12.3,212,5.2,3.7,70,21.9,98,4.7,122,866.4
8/4/2023 7:00,8.9,12.4,224,5,4.1,76,23.6,89,3.8,131,867.6
8/4/2023 8:00,9.1,12.8,230,4.6,4.2,82,24.9,84,2.9,83,868.4
8/4/2023 9:00,8,11.3,221,3.8,3.7,87,26.3,75,3.2,90,868.8
8/4/2023 10:00,6.9,9.7,205,2.9,2.9,91,26.4,74,2.9,210,868.7
8/4/2023 11:00,6.5,9.3,193,2.2,2.3,94,25.4,79,2.9,270,868.5
8/4/2023 12:00,6.6,9.3,188,1.9,2,97,25.6,80,0.7,270,868.3
8/4/2023 13:00,6.3,8.8,188,1.8,1.8,98,26.9,74,3.8,73,867.7
8/4/2023 14:00,5.5,7.8,194,2.1,1.8,98,25.5,82,4.8,77,867.1
8/4/2023 15:00,5.8,8.2,206,2.9,1.9,94,25.4,80,3.1,126,866.4
8/4/2023 16:00,6.7,9.5,224,4.2,2,88,25.3,79,1.8,127,866.2
8/4/2023 17:00,8.5,11.9,253,5.6,2.3,85,24.1,84,2.8,50,867
8/4/2023 18:00,10.3,14.4,313,8.5,2.7,76,23,93,1.5,104,867.1
8/4/2023 19:00,11.1,15.6,394,12.4,3.2,65,21.7,97,2.2,171,867.7
8/4/2023 20:00,12.1,17.1,450,15.1,3.6,56,22,97,3.4,162,868.6
8/4/2023 21:00,10.7,15.1,456,15.3,3.8,53,21.9,97,3,194,869
8/4/2023 22:00,10.7,15,436,14.2,3.9,54,22,97,3.4,162,869.1
8/4/2023 23:00,10.2,14.3,414,13,4,54,21.5,98,4.2,160,868.6
8/5/2023 0:00,9.6,13.5,394,12,4,53,21.2,98,3.1,159,868
8/5/2023 1:00,9.2,12.8,371,10.8,4,51,21.1,98,3.3,167,867.5
8/5/2023 2:00,8.9,12.4,355,10,3.9,49,20.9,98,4,175,866.9
8/5/2023 3:00,8.7,12.2,354,10,3.8,45,20.7,98,3.2,153,866.7
8/5/2023 4:00,8.2,11.4,359,10.3,3.6,42,20.9,98,3.6,143,866.9
8/5/2023 5:00,12.1,17.1,376,11.1,3.3,42,20.9,98,1.8,127,867.2
8/5/2023 6:00,14.6,20.4,339,9.5,3.1,52,22,97,2,135,868.3
8/5/2023 7:00,14.6,20.2,287,7.3,2.8,65,23,90,2.5,90,868.9
8/5/2023 8:00,14.3,19.8,247,5.5,2.7,76,24.7,85,2.3,72,869.6
8/5/2023 9:00,13.4,18.6,230,4.4,3,82,26.2,75,2.8,50,869.7
8/5/2023 10:00,12,16.6,224,3.8,3.4,85,25,80,3.6,127,869.4
8/5/2023 11:00,11.1,15.4,222,3.3,3.8,88,26.1,74,1.8,259,869.4
8/5/2023 12:00,11.1,15.5,221,3,4.1,92,25.7,78,3.7,331,868.8
8/5/2023 13:00,11.7,16.3,224,2.9,4.3,96,24,83,2.1,301,867.6
8/5/2023 14:00,11.1,15.5,230,3.1,4.5,98,24.6,83,2.8,320,866.9
8/5/2023 15:00,10.3,14.4,233,3.5,4.6,99,25.9,80,4,333,866.2
8/5/2023 16:00,10.7,15,241,4.2,4.5,99,25.3,81,5.2,304,866.1
8/5/2023 17:00,29.4,40.6,337,9.2,6.7,86,22.9,90,2.4,297,867.2
8/5/2023 18:00,29,40,405,12.2,7,77,22.5,95,1.6,333,867.4
8/5/2023 19:00,30,41.4,499,16.2,7.4,65,22,96,2.5,352,867.9
8/5/2023 20:00,29.9,41.3,568,19.1,7.7,56,21.6,100,1.6,243,868.3
8/5/2023 21:00,29.5,40.9,585,19.6,7.9,52,21.6,100,1.8,217,868.5
8/5/2023 22:00,28.6,39.6,577,18.8,8,50,21.6,99,3,194,868.3
8/5/2023 23:00,27.4,37.8,570,18.4,8.1,48,21.6,99,1.8,259,867.7
8/6/2023 0:00,26.6,36.8,583,19.4,8.4,44,21.5,100,3.1,249,867.2
8/6/2023 1:00,26.3,36.4,599,20.6,8.6,40,21.2,100,2.3,252,866.4
8/6/2023 2:00,26,36.1,589,20.4,8.5,39,21,100,2.2,270,865.7
8/6/2023 3:00,26.5,36.8,532,17.4,7.7,44,20.9,99,2.2,261,865.3
8/6/2023 4:00,31,43.4,450,13,6.6,52,20.7,100,2.5,225,865.2
8/6/2023 5:00,25.9,36.4,308,5.8,4,77,20.7,100,2.3,252,865.1
8/6/2023 6:00,22.4,31.7,315,6.2,4,78,21.2,97,1.8,233,865.6
8/6/2023 7:00,22.2,31.4,324,6.6,4,80,21.9,93,2.4,297,866.2
8/6/2023 8:00,22.9,32.5,324,6.5,3.9,84,22.9,88,4.5,299,866.6
8/6/2023 9:00,23.5,33.4,308,5.4,3.8,92,23.3,89,5.6,285,867.2
8/6/2023 10:00,23.4,33.4,284,3.8,3.7,102,23.9,85,5.6,297,867
8/6/2023 11:00,20.9,30,265,2.6,3.5,110,24.9,79,5.2,304,866.5
8/6/2023 12:00,18.8,27.1,255,2.1,3.1,113,25,78,6.8,288,865.6
8/6/2023 13:00,17.5,25.1,250,1.9,2.7,114,25,76,8.3,304,864.7
8/6/2023 14:00,16.6,23.9,250,2,2.4,114,23.8,88,5.6,310,863.4
8/6/2023 15:00,17,24.3,253,2.3,2.3,114,24.3,84,7.2,307,863.1
8/6/2023 16:00,16.4,23.3,261,2.8,2.2,114,23.8,85,3.7,299,862.5
8/6/2023 17:00,24.2,34.3,280,3.9,3.3,114,23.4,85,5.5,337,863.9
8/6/2023 18:00,25.6,36.2,351,7.7,3.8,103,22.8,88,3.2,297,864.3
8/6/2023 19:00,26.9,37.8,449,13,4.5,88,22,95,2.5,270,864.5
8/6/2023 20:00,29.5,41.3,519,16.6,5.1,77,22,94,3.1,291,865
8/6/2023 21:00,31.3,43.9,538,17.1,5.5,72,21.4,98,1.8,259,865.1
8/6/2023 22:00,31.3,44,529,15.9,5.8,70,21.3,99,1.3,236,865
8/6/2023 23:00,29.9,41.9,510,14.4,5.9,70,21.2,99,1.1,162,864.5
8/7/2023 0:00,28.3,39.8,478,12.9,5.8,71,21.1,98,1.5,194,863.4
8/7/2023 1:00,27.4,38.5,434,11.2,5.6,73,20.9,99,2.9,210,862.7
8/7/2023 2:00,27.2,38.2,403,9.9,5.4,74,20.7,99,2.5,172,862
8/7/2023 3:00,27.6,38.8,397,9.6,5.2,72,20.8,99,2.9,187,861.6
8/7/2023 4:00,22.5,31.5,404,9.7,5.1,69,20.8,98,3.6,180,861.6
8/7/2023 5:00,2.1,3,322,5.7,3.3,77,21.3,98,2.2,180,861.9
8/7/2023 6:00,2.8,4,341,5.9,3.6,81,22.2,96,5.1,141,862.9
8/7/2023 7:00,4.1,5.8,368,6.2,4.1,87,23.1,89,5.6,135,863.6
8/7/2023 8:00,5.6,7.9,382,6.2,4.2,91,23.4,90,3.1,126,863.9
8/7/2023 9:00,7.8,11,372,5.7,3.7,93,23,89,3.4,252,864
8/7/2023 10:00,9.1,12.7,349,5,3,93,22.9,89,5.7,288,863.9
8/7/2023 11:00,10.4,14.6,336,4.6,2.6,94,23.1,88,5,270,863.6
8/7/2023 12:00,10.2,14.2,342,4.7,3,95,22.8,93,4.7,270,863
8/7/2023 13:00,11.3,15.8,356,5,3.9,96,22.9,91,4.1,322,862
8/7/2023 14:00,11.7,16.5,370,5.6,4.4,96,23.6,88,3.6,315,861.9
8/7/2023 15:00,7.7,10.9,378,6.5,4.3,94,23.8,87,1,315,861.4
8/7/2023 16:00,5.7,8,386,7.6,3.9,92,24.2,84,1.4,360,861.6
8/7/2023 17:00,8,11.1,367,9.1,4.7,83,22.4,92,2,45,861.8
8/7/2023 18:00,8.8,12.3,378,9.7,4.7,82,22.2,95,2.2,99,862.5
8/7/2023 19:00,10.2,14.4,393,10.5,4.6,79,22.2,96,3.1,126,862.8
8/7/2023 20:00,9.2,13,404,11,4.6,77,21.9,97,3.2,117,863.3
8/7/2023 21:00,7.7,10.8,409,11.1,4.6,74,21.7,98,3.6,135,863.7
8/7/2023 22:00,8.5,11.8,409,10.9,4.7,72,21.7,97,3.1,111,863.8
8/7/2023 23:00,9.2,12.8,404,10.5,4.7,69,21.5,98,3.8,139,863.6
8/8/2023 0:00,3.6,5,390,9.8,4.6,67,21.3,98,5.8,112,862.7
8/8/2023 1:00,2,2.8,371,8.8,4.5,65,21,98,5.4,132,862.2
8/8/2023 2:00,1.6,2.3,353,8,4,63,20.8,98,4.5,119,861.8
8/8/2023 3:00,2,2.9,338,7.6,2.8,62,20.8,99,3.1,126,861.8
8/8/2023 4:00,1.9,2.7,325,7.3,1.3,61,20.7,99,3.6,135,862
8/8/2023 5:00,3.2,4.5,257,6.1,1.7,66,21.5,97,4.3,138,862.2
8/8/2023 6:00,3.4,4.8,269,6.9,2.3,66,21.7,96,3,104,863.4
8/8/2023 7:00,4.2,6,286,8.1,3.2,65,21.8,96,4.3,132,863.9
8/8/2023 8:00,3.3,4.7,294,8.7,3.8,65,22.2,94,3.7,119,864.5
8/8/2023 9:00,3.8,5.6,284,8.3,4,66,22.7,90,4.3,138,865.3
8/8/2023 10:00,3.7,5.6,265,7.5,3.9,68,23.2,89,3.2,153,865.6
8/8/2023 11:00,3.9,5.7,253,6.9,3.8,70,23.6,88,3.1,159,865.4
8/8/2023 12:00,4.1,5.9,254,6.9,3.8,71,23.8,87,4.5,119,865.1
8/8/2023 13:00,5.5,7.7,262,7.1,3.8,71,24.3,85,4.8,103,865
8/8/2023 14:00,5,7.1,272,7.5,3.9,71,24.6,84,4.3,95,864.8
8/8/2023 15:00,6.8,9.9,271,7.6,3.9,73,24.4,85,3.4,72,864.4
8/8/2023 16:00,8.5,12.7,273,8,4,75,24.4,85,1.6,117,864.7
8/8/2023 17:00,11.1,19.4,291,7.7,3.4,87,22.7,92,2.3,342,865.1
8/8/2023 18:00,13.8,21.5,398,12.9,3.9,75,22.3,96,0.8,27,865.6
8/8/2023 19:00,18,26.3,545,20.1,4.7,59,21.9,96,0.4,180,865.7
8/8/2023 20:00,21,29.8,659,25.2,5.2,46,21.1,98,1.1,198,865.8
8/8/2023 21:00,22.9,32.5,710,26.3,5.4,40,20.8,99,1.1,162,866.1
8/8/2023 22:00,22.8,32.5,727,25.3,5.5,37,20.6,99,2,225,866.2
8/8/2023 23:00,20.4,29.7,721,23.6,5.3,35,20.5,100,2.8,220,865.8
8/9/2023 0:00,21.1,32.2,690,21.5,4.8,34,20.5,100,1.6,207,865.4
8/9/2023 1:00,22.2,32.8,636,18.6,4.1,34,20.7,100,1.8,180,864.8
8/9/2023 2:00,22.4,33.5,580,16,3.7,36,20.8,99,4.6,162,864.5
8/9/2023 3:00,23.9,36.2,523,13.8,3.9,41,21,97,4.3,156,864.8
8/9/2023 4:00,23.1,36.8,463,11.8,4.4,48,21,97,3.3,167,865.2
8/9/2023 5:00,10.9,17.2,461,10.5,2.2,43,20.7,100,2.7,203,865.9
8/9/2023 6:00,9.3,16.1,424,9.6,2.4,54,21.6,98,1.9,158,866.9
8/9/2023 7:00,9.9,17.1,371,8.3,2.6,70,23.3,89,0.8,27,868.1
8/9/2023 8:00,11.7,20.1,325,6.8,2.7,85,24.4,84,2.2,279,868.6
8/9/2023 9:00,14.1,30,291,5,2.5,100,25,82,3,284,868.7
8/9/2023 10:00,16.3,37.6,264,3.1,2.2,116,27.2,72,3.6,307,869
8/9/2023 11:00,15.5,32.9,245,1.8,1.9,125,28.2,67,3.9,326,868.7
8/9/2023 12:00,15,29,235,1.5,1.6,125,28.8,67,3.6,225,868.8
8/9/2023 13:00,14.4,26.3,233,1.7,1.4,119,25.7,77,5.9,191,868.1
8/9/2023 14:00,13.1,21.8,241,2.5,1.4,112,26.2,77,2.6,254,867.3
8/9/2023 15:00,12.5,19.3,256,3.6,1.6,105,24.9,80,4.6,225,867
8/9/2023 16:00,12.7,18.7,281,5.1,2.1,98,23.9,86,1.4,360,866.7
8/9/2023 17:00,17.2,28.9,300,6.3,2.7,95,23.2,91,5.4,307,867.8
8/9/2023 18:00,18,27,337,7.9,2.9,87,22.7,94,3.1,291,868
8/9/2023 19:00,17.7,25.1,391,10.4,3.2,77,22,99,2.3,288,868.3
8/9/2023 20:00,17.8,25,457,13.5,3.7,67,21.7,98,2.5,270,868.8
8/9/2023 21:00,19.3,26.8,548,18.3,4.4,59,21.7,99,1.8,217,869.1
8/9/2023 22:00,20.8,28.9,651,23.7,5.3,51,21.8,99,0.8,153,869.1
8/9/2023 23:00,21.1,29.3,718,27.1,5.8,46,21.5,99,2.5,225,868.8
8/10/2023 0:00,20.1,28.2,720,26.8,5.8,43,21.5,99,1.8,270,868.5
8/10/2023 1:00,19.8,27.9,686,24.5,5.4,43,21.4,99,1.1,252,868.2
8/10/2023 2:00,19.3,27.1,651,21.9,4.9,42,21.4,99,1.1,90,867.7
8/10/2023 3:00,18.7,26.1,632,19.8,4.1,38,21.5,99,2.3,129,867.4
8/10/2023 4:00,17.7,24.6,613,17.5,3.1,35,21.3,99,2.7,157,867.6
8/10/2023 5:00,20.6,28.8,573,15.3,1.8,39,20.3,100,5.4,132,867.7
8/10/2023 6:00,24.3,34.1,506,12.3,2.6,54,21.5,98,5.4,127,868.7
8/10/2023 7:00,22.2,30.6,412,8.1,3.7,76,23.1,90,5.8,112,869.9
8/10/2023 8:00,20,27.4,335,4.7,4.2,93,25,80,8.2,105,870.7
8/10/2023 9:00,17.2,23.5,289,3,3.7,102,26.3,73,8.3,108,871.1
8/10/2023 10:00,15.8,21.5,259,2.1,2.7,107,27.6,71,7.4,119,871.2
8/10/2023 11:00,14.3,19.7,242,1.6,2,110,28.6,68,6.6,131,870.7
