time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure
1/13/2023 13:00,31.5,45.2,556,0,5,155,16.7,33,12.6,307,870.7
1/13/2023 14:00,33.3,47.7,640,2.2,5.3,149,16.6,33,12.3,308,870.3
1/13/2023 15:00,34.5,49.4,715,7.3,5.7,141,15.9,35,11.5,311,869.9
1/13/2023 16:00,35.5,51,828,14.7,6.2,129,13.9,43,6.8,328,869.3
1/13/2023 17:00,40.3,57.5,1030,24.8,6.8,113,10.8,58,9.7,345,868.1
1/13/2023 18:00,43.9,62.6,1242,32,7.3,101,9.5,63,9.2,329,868.7
1/13/2023 19:00,46.4,66.4,1495,39.3,7.8,88,10.9,55,7.9,321,870.1
1/13/2023 20:00,48.2,68.9,1785,46.8,8.3,74,12.4,49,6.8,342,871.5
1/13/2023 21:00,49.2,70.5,1944,50,8.8,67,11.9,50,5.8,4,871.8
1/13/2023 22:00,49.1,70.3,2071,51.7,9.3,63,11.7,50,4.3,5,871.9
1/13/2023 23:00,46.7,66.6,2135,50.5,9.6,60,11.5,51,3.6,45,871.2
1/14/2023 0:00,43.4,62.2,2059,45.5,9.4,61,11.4,51,3.6,53,870.7
1/14/2023 1:00,40.6,58.2,1905,38,8.9,64,11.2,52,3.2,117,870.1
1/14/2023 2:00,38.2,54.6,1701,29,8.1,68,10.9,52,3.1,126,869.5
1/14/2023 3:00,36.3,52,1568,24,7.6,69,10.7,52,2.8,130,868.7
1/14/2023 4:00,34.8,49.7,1438,19.8,6.9,70,10.5,51,2.3,141,868.4
1/14/2023 5:00,34,48.7,1361,17.9,6.2,72,6.4,74,3.4,148,866.9
1/14/2023 6:00,36.1,51.6,1486,22.5,5.7,72,5.5,75,3.4,148,867
1/14/2023 7:00,41.4,59.3,1701,30.2,5.2,73,6,77,4.2,149,867.5
1/14/2023 8:00,46.3,66.4,1773,34.8,4.7,79,10.5,59,3.8,131,870.4
1/14/2023 9:00,31.5,45.9,1448,27.5,4.3,93,13.8,37,4.5,29,872.4
1/14/2023 10:00,27.8,41,934,15.1,3.9,113,15.4,35,7.6,335,872.7
1/14/2023 11:00,26.7,39.3,396,1.9,3.5,133,16.3,35,12,316,872.2
1/14/2023 12:00,27.1,39.9,282,0,3.5,138,16.5,35,13.2,315,871.1
1/14/2023 13:00,28.1,41.4,301,0,3.7,138,16.5,35,13.2,315,870.1
1/14/2023 14:00,29,42.8,391,1.9,4,133,16.3,36,13.8,317,869.5
1/14/2023 15:00,29.8,43.9,463,6.2,4.2,126,15.5,39,13.5,314,869
1/14/2023 16:00,32.2,47.1,569,12.4,4.7,115,13.8,47,8.9,320,868.3
1/14/2023 17:00,36.8,52.9,748,20.6,5.3,101,10.6,61,10,311,867.4
1/14/2023 18:00,40.4,58,923,26.1,5.8,92,10.1,63,6.7,306,867.9
1/14/2023 19:00,43.7,62.6,1127,31.4,6.3,84,9.8,67,8.6,285,868.3
1/14/2023 20:00,46.2,66.4,1373,37,7.1,74,11.8,58,4.6,231,869.8
1/14/2023 21:00,48.3,69.2,1518,39.8,7.6,69,11.3,59,2.2,189,870.1
1/14/2023 22:00,49.6,71.2,1644,41.5,8.1,65,10.7,61,3.1,201,869.7
1/14/2023 23:00,49.6,71,1767,42.1,8.6,61,10.2,62,3,194,869.1
1/15/2023 0:00,48.9,69.8,1817,40.8,8.6,57,10,62,1.8,180,868.7
1/15/2023 1:00,48.1,68.9,1835,38.4,8.4,54,9.6,64,1.8,191,868.2
1/15/2023 2:00,47.4,67.8,1837,34.7,7.8,50,9.2,65,2.2,180,867.3
1/15/2023 3:00,46.7,66.8,1791,30.9,7.3,48,6.3,74,2.9,173,865.4
1/15/2023 4:00,46.3,66.1,1720,26.5,6.8,46,5.2,77,2.9,173,864.6
1/15/2023 5:00,47,67.3,1756,25.1,6.1,47,5.6,85,1.8,169,865.4
1/15/2023 6:00,51.6,73.8,2065,32.3,5.9,52,4.2,87,3.5,156,865.1
1/15/2023 7:00,61.5,88,2505,43.5,5.9,59,6,86,2.9,150,866.5
1/15/2023 8:00,78.7,112.7,2726,50,5.9,74,10.3,72,4.9,144,869.1
1/15/2023 9:00,45.6,66.4,2272,39.5,6,94,13.7,52,2.5,98,870.9
1/15/2023 10:00,42.7,62.2,1501,21.5,6.1,119,15.6,43,1.3,34,871
1/15/2023 11:00,43.4,63.1,675,2.4,6.2,143,16.8,39,4.1,322,870.3
1/15/2023 12:00,43.4,63.1,487,0,5.9,147,17.4,40,7.7,307,869.3
1/15/2023 13:00,42.8,62.2,486,0,5.7,144,17,48,11.3,307,868.6
1/15/2023 14:00,42.5,61.5,555,2.3,5.4,135,16,54,12.2,313,868.1
1/15/2023 15:00,42.6,61.7,576,5.6,5.6,127,14.8,56,11.8,320,867.7
1/15/2023 16:00,42.6,61.5,625,10.4,5.9,117,13.1,63,9.4,328,867.3
1/15/2023 17:00,48,68.7,735,19.1,4.1,89,9.5,81,7.2,342,866
1/15/2023 18:00,52,74.5,870,23.6,4.5,81,8.6,85,6.7,324,866.7
1/15/2023 19:00,56.7,81,1064,30.1,5.1,71,9.4,82,4,280,868.1
1/15/2023 20:00,60.3,86.1,1317,38,5.9,57,8.8,85,1.8,169,868.3
1/15/2023 21:00,61.5,88,1492,42.7,6.4,48,6.3,94,3.1,159,867.4
1/15/2023 22:00,69.6,99.4,1664,46.8,6.9,40,5.2,98,3.8,163,866.5
1/15/2023 23:00,73.6,105,1791,48.5,7.4,34,4.5,100,3.3,167,866.2
1/16/2023 0:00,73.3,104.8,1763,45.4,7.3,34,4.1,100,1.9,158,866
1/16/2023 1:00,74.7,106.9,1659,39.5,7.1,37,3.1,100,3.9,158,865.3
1/16/2023 2:00,71.9,103.1,1465,30.5,6.8,45,2.4,98,4.2,160,864.8
1/16/2023 3:00,67.1,96.4,1263,23,7.2,56,2.5,98,3.5,156,864.7
1/16/2023 4:00,60.1,86.4,1019,14.7,7.6,71,2.4,99,4.3,156,864.3
1/16/2023 5:00,60.1,85.9,843,8.6,7.4,83,4.4,100,6.4,153,865.9
1/16/2023 6:00,64.5,92,870,9.4,7.8,84,4.1,97,5.5,148,866.5
1/16/2023 7:00,67.3,95.9,907,10.6,8.4,87,4.9,90,5.5,148,867.5
1/16/2023 8:00,58.6,83.8,916,10.9,8.5,94,8.1,78,3.6,127,869.9
1/16/2023 9:00,57.2,82,858,8.9,7.7,106,11.3,65,2.2,360,871.9
1/16/2023 10:00,55.1,78.9,766,5.9,6.3,122,13.2,56,4.2,329,872.3
1/16/2023 11:00,51.1,73.3,661,2.8,4.7,137,14.5,51,6.4,317,871.9
1/16/2023 12:00,49.8,71.5,615,1.8,4,140,15.1,50,7.9,313,870.9
1/16/2023 13:00,48.3,69.2,583,1.4,3.5,139,15.2,50,10,311,870
1/16/2023 14:00,47.1,67.5,578,2.7,3.2,134,14.6,52,11,311,869.4
1/16/2023 15:00,46.7,67.1,589,4.9,3.2,128,13.3,59,10.4,314,868.8
1/16/2023 16:00,46.9,67.3,619,8.2,3.2,120,11.6,67,7.9,317,868.4
1/16/2023 17:00,51.2,73.1,879,21.5,4.1,104,8.4,86,7.9,336,867.6
1/16/2023 18:00,58.1,82.9,1134,30.8,4.6,89,8.9,78,3.1,324,868.7
1/16/2023 19:00,66.4,94.8,1499,44,5.3,68,8.6,81,2.5,172,869.3
1/16/2023 20:00,75.4,107.6,1941,59,6.2,43,6.6,89,3.4,162,868.7
1/16/2023 21:00,83.4,119,2214,66.8,6.6,30,5,94,4.5,166,867.9
1/16/2023 22:00,90.3,129,2458,72.8,6.9,20,4.6,96,3,166,867.5
1/16/2023 23:00,92.2,131.8,2538,72.2,6.8,17,4.2,99,1.5,166,867
1/17/2023 0:00,80.1,114.6,2248,59.5,6.2,29,3.6,99,1.8,169,866.2
1/17/2023 1:00,77.3,110.4,1760,40,5.1,50,3,100,1.8,180,865.8
1/17/2023 2:00,74.5,106.6,1244,19,4.1,71,2.7,100,1.5,166,865.2
1/17/2023 3:00,75.4,107.8,1149,13.8,4.2,74,2.5,100,1.5,166,864.8
1/17/2023 4:00,72.4,103.4,1182,13.3,4.6,70,2.6,100,1.5,166,864.7
1/17/2023 5:00,77.5,110.8,1594,23.5,6.4,65,1.5,98,4.2,160,864.9
1/17/2023 6:00,75,106.9,1663,26.6,6.3,60,1.2,99,5.8,158,865.2
1/17/2023 7:00,76.6,109.4,1757,31.1,6.2,53,1.9,99,4.9,163,866.1
1/17/2023 8:00,79.2,113.2,1745,32.3,5.9,57,7,89,2.5,172,869.6
1/17/2023 9:00,68.2,97.6,1512,25.5,5.6,83,10.9,59,2.8,320,871.9
1/17/2023 10:00,58.9,84.3,1162,14.6,5.2,120,12.7,49,5.6,320,872.5
1/17/2023 11:00,56.5,81,788,3.1,4.8,158,14.1,45,7.8,326,872.1
1/17/2023 12:00,55.6,79.6,686,0.3,4.4,165,14.9,46,9.4,320,871.1
1/17/2023 13:00,54.9,78.7,667,0.2,4.1,162,15,49,11,311,870.2
1/17/2023 14:00,53,75.9,693,2.5,3.8,153,14.4,54,11.5,309,869.6
1/17/2023 15:00,52.3,75,715,5.6,3.8,145,13.5,58,11.2,315,869.4
1/17/2023 16:00,53.3,76.4,763,10.1,3.8,134,11.8,63,9.7,329,869.1
1/17/2023 17:00,67.5,96.4,925,18.2,4.6,118,8.9,79,8.2,337,867.9
1/17/2023 18:00,74.5,106.4,1130,25.4,5.1,104,7.5,83,8.1,302,868.2
1/17/2023 19:00,80.3,114.6,1423,35.5,5.8,85,7.9,81,6.7,286,869.4
1/17/2023 20:00,86.1,123.4,1786,47.2,6.6,62,8.7,77,4.7,238,870.8
1/17/2023 21:00,91.3,130.4,2009,52.9,7,49,6.5,88,2.2,171,870.6
1/17/2023 22:00,96.2,137.4,2212,57,7.3,39,4.7,94,3.1,159,869.9
1/17/2023 23:00,99.4,142,2326,57.3,7.4,33,4.4,95,4.5,166,869.2
1/18/2023 0:00,100.4,143.4,2218,51.2,7.3,37,4.2,97,3,166,868.3
1/18/2023 1:00,99.9,143,1992,41,7.1,46,3,100,3.8,163,867.6
1/18/2023 2:00,95.7,136.9,1667,27.6,6.8,63,1.7,100,3.9,158,866.7
1/18/2023 3:00,88,126.2,1432,19.5,6.6,79,1.2,100,4.1,165,866.5
1/18/2023 4:00,86.6,123.9,1184,11.8,6.4,99,1.1,100,3.8,163,866.1
1/18/2023 5:00,91.5,130.9,1462,16.9,5.5,77,2.9,99,4,170,867.7
1/18/2023 6:00,87.5,124.8,1570,20.5,5.4,73,3,96,0.4,180,868.3
1/18/2023 7:00,82.9,118.5,1718,25.5,5.3,68,4.6,84,0.7,180,870.1
1/18/2023 8:00,83.1,118.5,1749,27.8,5.2,72,8.3,73,1.3,146,872.5
1/18/2023 9:00,63.8,91.5,1498,22.1,5.3,92,10.8,44,1.8,307,874.1
1/18/2023 10:00,54.6,78.7,1105,12.6,5.4,121,12.8,39,3.1,315,874.5
1/18/2023 11:00,52.5,75.7,684,2.6,5.3,151,14.4,38,5.9,317,874.2
1/18/2023 12:00,51.2,73.8,568,0,4.8,157,15,41,9.2,315,873.6
1/18/2023 13:00,51.6,74.3,543,0,4.2,154,14.9,42,10.9,316,872.6
1/18/2023 14:00,52.6,75.7,585,2.2,3.7,145,14.7,38,10.9,316,871.8
1/18/2023 15:00,54.5,78.2,636,6.3,3.7,136,13.8,41,10.2,315,871.2
1/18/2023 16:00,58.2,83.4,727,12.4,3.8,123,11.9,51,7.6,329,870.9
1/18/2023 17:00,69.8,99.7,938,25.2,3.8,98,9.9,58,6.7,324,870
1/18/2023 18:00,77.3,110.4,1256,37.5,4.6,81,9.8,61,6.1,273,870.9
1/18/2023 19:00,83.8,119.7,1709,54.9,5.7,58,9.5,68,5.6,255,871.6
1/18/2023 20:00,89.6,128.1,2215,72.8,6.9,33,9,71,3.1,201,872.1
1/18/2023 21:00,94.5,135,2425,77.6,7.6,25,4.7,88,4,180,870.5
1/18/2023 22:00,99.2,142,2554,78,7.9,23,4.2,90,2.5,172,870.2
1/18/2023 23:00,99.7,142.5,2572,72.8,8.4,26,3.7,91,1.8,169,870
1/19/2023 0:00,95.9,137.4,2410,62.8,8.6,33,3,91,1.4,180,869.1
1/19/2023 1:00,93.4,133.6,2132,48.7,8.6,44,2.9,87,2.2,171,868.6
1/19/2023 2:00,92.2,131.8,1814,32.6,8.5,56,2.6,85,2.6,164,868.2
1/19/2023 3:00,93.4,133.2,1715,26.5,8.1,60,2.2,85,2.6,164,867.8
1/19/2023 4:00,93.8,134.1,1670,23.2,7.4,61,1.8,84,1.9,158,867.8
1/19/2023 5:00,94.5,135,1666,21.8,6.7,63,1.5,88,1.8,169,868.5
1/19/2023 6:00,101.3,144.4,1656,23.2,6.2,65,1.7,86,1.1,162,869.2
1/19/2023 7:00,103.1,147.6,1637,25.2,5.6,69,3.6,77,1.5,166,871.3
1/19/2023 8:00,105.7,150.9,1514,24.8,5,80,8.4,68,0.8,153,874.6
1/19/2023 9:00,89.6,128.5,1267,19.3,5.2,97,10.6,54,2.3,321,875.7
1/19/2023 10:00,69.4,99.9,936,11.1,5.6,119,12.3,50,3.9,326,876
1/19/2023 11:00,65.2,93.8,593,2.7,6,141,13.8,46,5.6,320,875.2
1/19/2023 12:00,63.6,91.5,500,0.2,6,147,14.7,45,9.2,318,874.3
1/19/2023 13:00,64.3,92.4,489,0,5.8,148,14.6,48,11.5,319,873.3
1/19/2023 14:00,64.7,92.9,538,2.2,5.9,143,14.3,47,12,316,872.5
1/19/2023 15:00,66.1,95,592,6.4,6.2,136,13.5,51,10,319,871.9
1/19/2023 16:00,68.7,98.5,681,12.6,6.7,125,12.1,58,7.1,315,871.6
1/19/2023 17:00,68.2,97.6,885,23.6,7.3,103,8.7,79,9.7,318,870.6
1/19/2023 18:00,73.3,104.8,1109,31.5,7.9,90,7.9,80,7,305,871.1
1/19/2023 19:00,74.7,107.1,1430,42.7,8.7,72,8.6,77,6.2,280,871.8
1/19/2023 20:00,75.7,108.3,1850,55.9,9.7,51,6.1,88,5.2,192,871
1/19/2023 21:00,77.1,110.4,2132,62.8,10.3,41,5.8,90,4,175,871
1/19/2023 22:00,77.3,110.8,2407,68.3,10.9,32,5.4,91,3.2,180,870.7
1/19/2023 23:00,74.7,106.9,2646,70.9,11.4,27,4.9,92,2.5,172,870
1/20/2023 0:00,70.5,100.8,2666,67.4,11.6,28,4.6,89,2.5,172,869.2
1/20/2023 1:00,66.6,95.2,2589,60.5,11.6,34,4.4,87,3,166,868.4
1/20/2023 2:00,62.9,89.9,2451,50.6,11.6,42,4.3,85,3,166,867.6
1/20/2023 3:00,59.6,85.2,2326,43.2,11.7,48,4.3,83,3,166,867
1/20/2023 4:00,57,81.5,2177,35.3,11.9,54,4.2,81,2.6,164,867
1/20/2023 5:00,71,101.5,2238,34.5,12.5,52,4.3,87,4.2,160,867.4
1/20/2023 6:00,73.3,105,2513,42.3,12.6,58,3.9,87,3.1,159,868.5
1/20/2023 7:00,78,111.5,2893,53.3,12.6,68,5.6,85,0.4,180,870.5
1/20/2023 8:00,87.8,125.3,3031,58.3,12.4,85,10.6,66,3.4,32,874.1
1/20/2023 9:00,72.2,103.4,2517,45.8,11.6,105,12.8,53,4.3,5,875.4
1/20/2023 10:00,62.4,89.4,1684,25,10.6,129,14.9,46,4.3,355,875.7
1/20/2023 11:00,62.2,89.2,807,3,9.5,154,16.9,40,6.1,332,875.3
1/20/2023 12:00,65.9,94.3,622,0,9.2,161,18.2,38,9.2,309,874.6
1/20/2023 13:00,69.4,99.4,649,0,9.1,163,18.3,39,11.6,300,873.8
1/20/2023 14:00,71.7,102.7,766,2.5,9.3,158,17.4,42,12.4,300,873.4
1/20/2023 15:00,73.6,105.2,816,6.8,9.5,150,16.3,46,10.8,307,873.1
1/20/2023 16:00,75.4,108,897,13.3,9.9,137,14.3,54,7.2,323,872.6
1/20/2023 17:00,71.5,102.2,1107,27.3,9.8,114,11.1,69,7.4,337,871.7
1/20/2023 18:00,77.3,110.4,1454,40.5,10.4,96,11.4,66,2.9,180,872.2
1/20/2023 19:00,80.1,114.8,1948,59,11.1,69,8.9,79,1.8,169,871.3
1/20/2023 20:00,82.9,118.5,2469,77.1,12.1,43,7.6,84,3.2,180,871
1/20/2023 21:00,85,121.5,2619,79.3,12.5,38,6.9,86,2.5,172,871
1/20/2023 22:00,85.2,122,2654,76,12.8,41,8.4,78,3.4,198,871.8
1/20/2023 23:00,81,115.9,2596,67.7,12.9,47,10.7,68,2.6,196,872.8
1/21/2023 0:00,75.7,108.5,2469,58.8,12.9,52,10.9,65,1.8,191,872.1
1/21/2023 1:00,70.5,100.8,2272,47.5,12.8,58,11,63,1.4,180,871.9
1/21/2023 2:00,65.2,93.1,2042,34.7,12.4,65,11.3,61,1.3,146,871.5
1/21/2023 3:00,59.6,85.4,1921,28.5,12.1,66,11.6,58,1.4,180,871.2
1/21/2023 4:00,55.4,79.4,1824,24,11.9,64,11.7,54,1.8,191,870.7
1/21/2023 5:00,51.1,73.1,2006,28.1,10.4,57,10.6,58,3.1,201,870.8
1/21/2023 6:00,52.3,74.7,2241,35.5,9.9,62,10.8,53,5.8,263,871.7
1/21/2023 7:00,56,80.1,2565,45.7,9.2,70,10.8,52,6.2,324,872.5
1/21/2023 8:00,64.5,92.2,2646,50.7,8.1,83,11.9,55,4.6,18,873.5
1/21/2023 9:00,41.9,60.3,2125,39.8,6.8,97,14.5,46,4.3,336,874.9
1/21/2023 10:00,30.7,44.8,1301,21.5,5.2,113,16.6,37,8.2,319,875.3
1/21/2023 11:00,28.3,41.2,433,2.1,3.6,128,17.5,36,12.2,313,875.1
1/21/2023 12:00,27.9,40.6,236,0,3.1,131,17.5,36,14,312,874
1/21/2023 13:00,28.2,41.1,246,0,3,130,17.6,33,13.6,307,873
1/21/2023 14:00,28.6,41.4,354,1.6,3.1,124,17.6,28,13.9,307,872.1
1/21/2023 15:00,30.9,44.6,436,6.1,3.5,118,17,29,13.6,307,871.4
1/21/2023 16:00,37,53.2,567,12.5,4.1,110,15.1,38,7.1,315,870.8
1/21/2023 17:00,28.1,40.4,753,20.2,4.7,105,12.5,43,10.4,316,869.5
1/21/2023 18:00,34.9,49.9,905,24.6,4.9,99,10.2,54,9.4,313,869.3
1/21/2023 19:00,37.7,54,1122,31,5.4,90,10.2,59,8.2,311,870.3
1/21/2023 20:00,40.4,57.9,1394,38.3,6.1,78,10.1,62,8.5,282,870.6
1/21/2023 21:00,43.3,61.9,1557,42.2,6.4,71,12.7,52,5.4,228,872.1
1/21/2023 22:00,44.5,63.8,1705,45.3,6.9,64,12.1,53,2.6,196,871.8
1/21/2023 23:00,43.1,61.7,1822,46.6,7.3,57,11.3,55,1.5,194,871.5
1/22/2023 0:00,41,58.7,1808,44,7.4,56,8.6,63,1.4,180,869.9
1/22/2023 1:00,39.7,56.8,1732,39,7.6,57,8.3,61,1.5,166,869.4
1/22/2023 2:00,39.2,56.2,1639,33.1,7.6,58,9.5,54,1.5,166,869.8
1/22/2023 3:00,39.1,56.1,1581,29.5,7.7,57,10.4,49,0.7,180,869.9
1/22/2023 4:00,39.3,56.3,1527,26.2,7.8,55,10,49,1.5,166,869.7
1/22/2023 5:00,39,55.8,1670,28.1,7.2,48,9.3,60,0.7,180,870.2
1/22/2023 6:00,41.1,58.9,1955,35.2,7,54,9.5,59,0.7,180,870.9
1/22/2023 7:00,46.1,65.9,2349,45.2,6.7,62,7.1,74,1.1,162,870.5
1/22/2023 8:00,54.6,78,2506,49.8,6,76,11.3,64,2.6,164,873.2
1/22/2023 9:00,35.2,50.5,2003,39,5.1,91,14.3,48,2.2,270,874.9
1/22/2023 10:00,26.5,38.3,1182,20.9,4,109,16.1,32,7.2,307,875.3
1/22/2023 11:00,23.2,33.5,315,1.8,2.8,127,17.4,24,10.3,306,875
1/22/2023 12:00,21.7,31.3,129,0,2.3,131,18,23,12.5,309,874.1
1/22/2023 13:00,21.5,31,152,0,2.2,130,18,23,13.5,312,873.2
1/22/2023 14:00,22.1,31.9,277,1.8,2.3,125,17.9,22,13.2,313,872.5
1/22/2023 15:00,24.5,35.3,373,6.8,2.8,118,17.2,23,11.2,312,871.8
1/22/2023 16:00,30.6,43.9,518,14.1,3.7,108,14.7,39,5.4,318,870.7
1/22/2023 17:00,41.6,59.3,707,23.8,4.5,98,11,40,11.7,304,869.5
1/22/2023 18:00,48.2,68.7,874,28.5,5.1,91,9.2,51,11,293,869.5
1/22/2023 19:00,51.6,73.6,1113,35.3,5.8,80,11.4,45,8.9,284,871.3
1/22/2023 20:00,53.8,76.8,1384,42.3,6.7,68,12.3,43,6.2,260,872.4
1/22/2023 21:00,54.7,78.2,1495,43.9,7.2,64,12.3,44,5.8,270,872.9
1/22/2023 22:00,53.9,77.1,1564,43.8,7.6,62,12.4,44,5.8,292,873.4
1/22/2023 23:00,50.8,72.6,1618,42,7.9,60,11.7,46,4.8,257,872.8
1/23/2023 0:00,47.3,67.5,1632,39.8,7.9,58,11.4,47,3.9,202,872.4
1/23/2023 1:00,44,62.9,1621,36.5,7.8,56,8.9,60,1.1,162,870.5
1/23/2023 2:00,40.4,57.7,1596,32.1,7.5,54,6.3,68,2.6,164,868.7
1/23/2023 3:00,36.7,52.4,1541,28.5,7,52,5.9,67,2.6,164,867.8
1/23/2023 4:00,33.6,48.1,1469,24.6,6.3,49,5.7,65,2.6,164,867.3
1/23/2023 5:00,33.4,47.8,1405,21.8,5.4,57,8,59,2.5,172,869.7
1/23/2023 6:00,35.7,51.1,1481,25,5.2,63,8.1,56,3.2,180,869.8
1/23/2023 7:00,39.9,57,1583,29.5,4.8,72,9.3,57,3.6,186,870.9
1/23/2023 8:00,41.3,59,1544,30.7,4.2,86,13.6,46,3,194,873.4
1/23/2023 9:00,36.2,51.8,1228,23.9,3.8,99,16.5,34,4,280,874.9
1/23/2023 10:00,25.9,37.3,761,13,3.3,113,18.1,30,9.5,299,875.3
1/23/2023 11:00,23.7,34.1,274,1.6,2.9,127,18.9,28,13.1,302,874.6
1/23/2023 12:00,23.3,33.5,160,0,2.6,130,19.2,26,13.9,301,873.6
1/23/2023 13:00,22.5,32.5,165,0,2.3,130,19.4,23,13.3,303,872.4
1/23/2023 14:00,21.5,31.1,240,1.6,2.3,125,19.2,22,13.4,301,871.6
1/23/2023 15:00,23.2,33.3,314,5.8,2.6,119,18.5,24,12.8,302,871.2
1/23/2023 16:00,27.5,39.5,425,11.9,3,111,16.2,34,6.7,306,870.2
1/23/2023 17:00,33.5,48,604,19.9,4.1,100,13,46,10.8,296,869
1/23/2023 18:00,39,55.8,765,25.4,4.5,92,14.1,44,7.5,287,870.3
1/23/2023 19:00,42.1,60.3,995,33.2,5.1,80,13.6,48,4.3,246,871.2
1/23/2023 20:00,44.9,64.3,1287,42.3,6,66,10.9,61,1.8,191,870.7
1/23/2023 21:00,47.7,68.2,1474,47.4,6.8,58,8.3,76,2.9,180,869.9
1/23/2023 22:00,49.4,70.5,1649,51.5,7.5,51,7,82,3.2,180,869.7
1/23/2023 23:00,49.1,70.3,1776,53,8.4,45,6.6,82,3.3,174,869.6
1/24/2023 0:00,47.5,68,1739,49,8.7,45,6.3,79,3.4,162,869.2
1/24/2023 1:00,45.4,65,1621,41.8,8.9,49,5.8,78,4.7,157,868.7
1/24/2023 2:00,43.2,61.9,1439,32.6,8.9,54,5.6,74,4.2,160,868.3
1/24/2023 3:00,39.7,56.7,1277,26.3,8.8,58,5.1,74,3,166,867.9
1/24/2023 4:00,36.6,52.3,1093,20.1,8.5,63,4.8,73,1.9,158,867.8
1/24/2023 5:00,38,54.4,1190,21.4,7.8,54,4.8,79,3,166,868.4
1/24/2023 6:00,38.4,54.9,1382,28.4,7.6,55,4.8,77,3.3,167,868.9
1/24/2023 7:00,42.1,60.3,1649,38.2,7.2,57,7.7,68,2.2,171,870.9
1/24/2023 8:00,50.8,72.6,1768,43.6,6.7,66,12.2,58,1.8,169,873.6
1/24/2023 9:00,29.5,42.4,1457,34.6,6,84,16.4,39,3.2,360,876
1/24/2023 10:00,27.4,39.3,941,19,5.2,107,18.4,31,9.2,321,876.6
1/24/2023 11:00,28.9,41.4,401,2.4,4.7,132,19.4,28,13,309,875.9
1/24/2023 12:00,31.2,44.8,296,0,4.8,139,19.2,32,14.6,310,875.2
1/24/2023 13:00,34.3,49.2,326,0,5.3,141,18.9,36,13.3,311,874.2
1/24/2023 14:00,38.1,54.6,428,2.2,6.2,138,18.6,38,13.6,310,873.4
1/24/2023 15:00,41.7,59.8,497,6.2,6.9,132,17.7,41,13.3,311,872.9
1/24/2023 16:00,46.2,66.1,595,12,7.8,124,15.9,49,7.9,313,872.3
1/24/2023 17:00,49.4,70.5,724,21.8,7.8,105,12.4,62,10.2,315,870.7
1/24/2023 18:00,54.1,77.3,886,27,8.2,96,11,67,10,311,870.8
1/24/2023 19:00,55.4,79.2,1117,34.3,9,83,11.4,63,8.9,284,871.8
1/24/2023 20:00,55.1,78.7,1397,42.8,9.9,68,14,51,7.3,261,873.6
1/24/2023 21:00,53,75.7,1559,47,10.4,60,13.9,53,5.8,266,873.8
1/24/2023 22:00,50.3,71.9,1700,50.2,10.8,53,13.7,53,5.4,323,874
1/24/2023 23:00,47,67.3,1778,50.5,11,49,13.1,54,1.5,166,873.2
1/25/2023 0:00,43.9,62.6,1707,45.8,10.9,52,12.8,55,2.2,180,872.6
1/25/2023 1:00,41.6,59.5,1554,38.1,10.6,58,12.6,56,2.9,180,872.1
1/25/2023 2:00,40.4,57.7,1326,28.2,10.1,67,12.7,56,5.1,219,872.1
1/25/2023 3:00,39.2,56.2,1131,21.5,9.7,75,12.4,57,3.4,148,871.7
1/25/2023 4:00,38.2,54.7,915,15.1,9.1,83,12.2,58,1.5,166,871.8
1/25/2023 5:00,37.6,53.8,1069,18.9,9.5,74,9.7,69,1.5,166,870.9
1/25/2023 6:00,41.1,58.8,1280,29.6,9.2,66,8,75,0.4,180,870.6
1/25/2023 7:00,46.7,66.8,1573,44.7,8.9,56,8.6,80,0.7,180,871.5
1/25/2023 8:00,53.4,76.6,1724,54.3,8.4,54,13.2,66,1.1,180,874.1
1/25/2023 9:00,41.8,60.3,1429,43.7,8,73,16.3,52,6.5,304,875.9
1/25/2023 10:00,39.7,57.3,926,24,7.6,102,17.7,47,10.8,307,876.2
1/25/2023 11:00,38.9,56.1,398,3,7.2,133,18.6,44,12.4,306,875.7
1/25/2023 12:00,39.7,57.3,295,0,7.1,141,19,41,12.4,300,874.5
1/25/2023 13:00,42,60.5,323,0,7.1,143,19.3,40,13.5,304,873.5
1/25/2023 14:00,46,66.1,425,2.2,7.4,139,19.1,41,13.3,311,872.9
1/25/2023 15:00,51.1,73.6,510,6.7,7.8,132,18.3,44,11.2,312,872.2
1/25/2023 16:00,57.2,82,629,13.1,8.5,122,16.8,51,7.6,315,871.8
1/25/2023 17:00,69.6,99.7,756,19.2,8.9,106,13.5,66,10.2,309,870.8
1/25/2023 18:00,71.7,102.4,842,21,9,102,11.8,73,8.7,308,870.8
1/25/2023 19:00,69.6,99.4,965,23.6,9.1,96,14.4,59,5.8,274,873
1/25/2023 20:00,65.9,94.1,1106,26.5,9.2,88,14,62,4.8,228,873.3
1/25/2023 21:00,62.2,88.9,1182,28.3,9.1,82,13.5,64,5.1,231,873.3
1/25/2023 22:00,58.4,83.6,1242,29.7,8.8,77,13.1,64,4.8,207,873.1
1/25/2023 23:00,53.8,77.1,1243,29,8.3,73,13.1,60,4.4,189,872.7
1/26/2023 0:00,49.6,71,1137,24.9,7.8,75,13.1,55,3.6,186,872.3
1/26/2023 1:00,46.7,66.8,968,18.6,7,80,13.2,51,3.7,191,871.9
